success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,generalMultiple,PROLIFIC_PID,SESSION_ID,batchId,participant_number,genuine_first,choose_pretender,total_points,pretend_instructions,nonpretend_instructions,view_history,rt,responses,question_order,correct,test_part,grid,click_log,final_grid_state,num_clicks,points,cheat,grid_number,replay_log,decision,genuine_player,cheat_player,cheater,noncheater
,instructions,18,255815,0.0-7.0-1.4,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1366.5}]",1367.2000002861023,,,,,,,,,,,,,,,,,
,instructions,19,263743,0.0-8.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":7927.099999904633}]",7927.5,,,,,,,,,,,,,,,,,
,Battleships,20,286475,0.0-9.0-0.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,,non-pretend,"[['0', '0', '0', 'B', '0'], ['0', '0', '0', 'B', '0'], ['C', 'C', '0', '0', 'A'], ['0', '0', '0', '0', 'A'], ['0', '0', '0', '0', 'A']]","{'i': [0, 0, 4, 3, 2, 4, 3, 2, 2, 2, 0, 4, 3, 1, 1, 0], 'j': [0, 4, 4, 4, 4, 0, 0, 2, 1, 0, 2, 2, 3, 1, 3, 3], 't': [963.0999999046326, 2035, 2995.0999999046326, 4203.199999809265, 5283.199999809265, 6875.199999809265, 7683, 8451, 9466.89999961853, 10387, 12531.099999904633, 14723, 15611.199999809265, 17067.099999904633, 18027.099999904633, 20611.099999904633], 'hit': ['0', '0', 'A', 'A', 'A', '0', '0', '0', 'C', 'C', '0', '0', '0', '0', 'B', 'B']}","[['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'unknown', 'ship', 'unknown'], ['ship', 'ship', 'sea', 'unknown', 'ship'], ['sea', 'unknown', 'unknown', 'sea', 'ship'], ['sea', 'unknown', 'sea', 'unknown', 'ship']]",16.0,9.0,0.0,6.0,,,,,,
,instructions,21,287839,0.0-9.0-1.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1362.5999999046326}]",1362.8999996185303,,,,,,,,,,,,,,,,,
,Battleships,22,304131,0.0-9.0-0.1,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]","{'i': [0, 4, 4, 0, 0, 1, 2, 1, 2, 3, 2, 2, 4, 4, 4], 'j': [0, 0, 4, 4, 3, 4, 4, 2, 2, 2, 1, 3, 2, 1, 3], 't': [1174.4000000953674, 2021.3000001907349, 2693.2000002861023, 3365.4000000953674, 4349.200000286102, 5053.300000190735, 5837.200000286102, 7125.400000095367, 7773.400000095367, 8549.599999904633, 9438.300000190735, 10238.200000286102, 12597.300000190735, 13557.300000190735, 14181.200000286102], 'hit': ['0', '0', '0', 'B', '0', 'B', '0', '0', 'A', '0', 'A', 'A', 'C', '0', 'C']}","[['sea', 'unknown', 'unknown', 'sea', 'ship'], ['unknown', 'unknown', 'sea', 'unknown', 'ship'], ['unknown', 'ship', 'ship', 'ship', 'sea'], ['unknown', 'unknown', 'sea', 'unknown', 'unknown'], ['sea', 'sea', 'ship', 'ship', 'sea']]",15.0,10.0,0.0,3.0,,,,,,
,instructions,23,305439,0.0-9.0-1.1,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1307}]",1307.1999998092651,,,,,,,,,,,,,,,,,
,Battleships,24,326507,0.0-9.0-0.2,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,,non-pretend,"[['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', 'B', 'B']]","{'i': [0, 0, 4, 4, 4, 4, 2, 2, 1, 0, 2, 3, 3, 3, 3, 1, 1, 1, 0], 'j': [0, 4, 4, 3, 2, 0, 0, 2, 2, 2, 4, 2, 1, 3, 0, 1, 4, 3, 3], 't': [975.9000000953674, 1831.7999997138977, 2687.9000000953674, 3631.9000000953674, 4359.900000095367, 5879.900000095367, 6752.799999713898, 7536.400000095367, 8824, 9680.099999904633, 10775.900000095367, 11728, 12471.900000095367, 14328, 15167.799999713898, 16151.799999713898, 17048.099999904633, 17744, 18951.900000095367], 'hit': ['0', '0', 'B', 'B', '0', '0', '0', '0', '0', '0', '0', 'A', 'A', '0', 'A', '0', '0', 'C', 'C']}","[['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'sea', 'unknown', 'sea'], ['ship', 'ship', 'ship', 'sea', 'unknown'], ['sea', 'unknown', 'sea', 'ship', 'ship']]",19.0,6.0,0.0,7.0,,,,,,
,instructions,25,327759,0.0-9.0-1.2,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1251.5}]",1251.7999997138977,,,,,,,,,,,,,,,,,
,Battleships,26,347484,0.0-9.0-0.3,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]","{'i': [0, 0, 4, 4, 4, 2, 2, 2, 2, 1, 0, 2, 3, 4, 1], 'j': [4, 0, 0, 1, 2, 2, 1, 0, 3, 1, 2, 4, 4, 4, 4], 't': [1756.5, 2499.7000002861023, 3356.2000002861023, 4411.5, 5275.5, 7731.60000038147, 8475.5, 9331.700000286102, 10259.60000038147, 13011.5, 13859.700000286102, 15075.700000286102, 16115.900000095367, 16771.60000038147, 17611.900000095367], 'hit': ['0', '0', 'C', 'C', '0', 'B', 'B', '0', '0', '0', '0', 'A', 'A', '0', 'A']}","[['sea', 'unknown', 'sea', 'unknown', 'sea'], ['unknown', 'sea', 'unknown', 'unknown', 'ship'], ['sea', 'ship', 'ship', 'sea', 'ship'], ['unknown', 'unknown', 'unknown', 'unknown', 'ship'], ['ship', 'ship', 'sea', 'unknown', 'sea']]",15.0,10.0,0.0,0.0,,,,,,
,instructions,27,348575,0.0-9.0-1.3,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1090.1999998092651}]",1090.5,,,,,,,,,,,,,,,,,
,Battleships,28,367627,0.0-9.0-0.4,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]","{'i': [0, 0, 0, 1, 2, 4, 4, 4, 2, 2, 1, 1, 1, 3, 3, 3, 3, 4, 2], 'j': [0, 4, 3, 4, 4, 4, 2, 0, 0, 2, 1, 2, 0, 1, 3, 4, 2, 3, 3], 't': [856.3000001907349, 1536.9000000953674, 2536.5999999046326, 3128.5, 3896.4000000953674, 4672.300000190735, 5376.300000190735, 6176.400000095367, 6944.300000190735, 7696.400000095367, 8688.199999809265, 9720.5, 11232.400000095367, 12648.199999809265, 13520.300000190735, 14440.199999809265, 15464.400000095367, 16168.300000190735, 16944.400000095367], 'hit': ['0', 'B', '0', 'B', '0', '0', '0', '0', '0', '0', 'A', 'A', 'A', '0', 'C', '0', '0', '0', 'C']}","[['sea', 'unknown', 'unknown', 'sea', 'ship'], ['ship', 'ship', 'ship', 'unknown', 'ship'], ['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'sea', 'sea', 'sea']]",19.0,6.0,0.0,4.0,,,,,,
,instructions,29,368919,0.0-9.0-1.4,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1291.3999996185303}]",1291.6999998092651,,,,,,,,,,,,,,,,,
,instructions,30,392575,0.0-10.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":9311.400000095367},{""page_index"":1,""viewing_time"":14343.799999713898}]",23655.5,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,31,454082,0.0-11.0-0.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,0.0,judge,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', 'A'], ['0', 'B', 'B', '0', 'A'], ['0', '0', '0', '0', 'A'], ['C', 'C', '0', '0', '0']]",,,,,,0.0,"['left', 'right']",left,295.0,292.0,right,left
,instructions,32,464784,0.0-11.0-1.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":10699.200000286102}]",10699.900000095367,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,33,530112,0.0-11.0-0.1,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,1.0,judge,"[['C', 'C', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['B', 'B', '0', 'A', '0'], ['0', '0', '0', 'A', '0'], ['0', '0', '0', 'A', '0']]",,,,,,1.0,"['left', 'right']",right,289.0,292.0,right,left
,instructions,34,535480,0.0-11.0-1.1,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":5365.5}]",5366.0,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,35,574042,0.0-11.0-0.2,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,1.0,judge,"[['B', 'B', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', '0', '0'], ['0', '0', '0', 'C', 'C']]",,,,,,2.0,"['left', 'right']",right,293.0,297.0,right,left
,instructions,36,575655,0.0-11.0-1.2,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1611.1999998092651}]",1611.5999999046326,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,37,659827,0.0-11.0-0.3,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,1.0,judge,"[['0', '0', '0', '0', 'B'], ['0', '0', '0', '0', 'B'], ['0', 'A', 'A', 'A', '0'], ['0', '0', '0', '0', '0'], ['0', '0', 'C', 'C', '0']]",,,,,,3.0,"['left', 'right']",right,276.0,296.0,right,left
,instructions,38,663193,0.0-11.0-1.3,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":3363.5}]",3363.7999997138977,,,,,,,,,,,,,,,,,
,Battleships_replay_2players,39,713220,0.0-11.0-0.4,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,,,,1.0,judge,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]",,,,,,4.0,"['left', 'right']",right,291.0,294.0,right,left
,instructions,40,715144,0.0-11.0-1.4,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":1921.9000000953674}]",1922.3000001907349,,,,,,,,,,,,,,,,,
,survey-text,41,728977,0.0-12.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,13830.300000190735,"{""debrief"":""no""}",,,,,,,,,,,,,,,,
,survey-text,42,734105,0.0-13.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,,5125.800000190735,"{""worker_comments"":""""}",,,,,,,,,,,,,,,,
,instructions,43,751025,0.0-14.0,61814837a8ff57d06daa2c8c,,60e7fcfdb974939f1fbffdd7,618288d103ab6afa30efb6dc,3016,300,False,True,81,1,1,"[{""page_index"":0,""viewing_time"":16919.099999904633}]",16919.5,,,,,,,,,,,,,,,,,
1.0,fullscreen,0,7455,0.0-0.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,,,,,,,,,,,,,,
,instructions,1,99981,0.0-1.0-0.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":8751.699999999255},{""page_index"":1,""viewing_time"":23683.10000000149},{""page_index"":2,""viewing_time"":19755.199999999255},{""page_index"":3,""viewing_time"":40330.699999999255}]",92523.59999999963,,,,,,,,,,,,,,,,,
,survey-multi-choice,2,111658,0.0-1.0-1.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,11672.0,"{""Q0"":""... sink all ships with as <b>few clicks</b> as possible""}",[0],1.0,multichoice_nonpretend,,,,,,,,,,,,,
,instructions,3,118903,0.0-2.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":7236.9000000003725}]",7237.9000000003725,,,,,,,,,,,,,,,,,
,Battleships,4,131667,0.0-3.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,,"[['0', '0', '0', '0'], ['A', '0', 'B', 'B'], ['A', '0', '0', '0'], ['0', '0', '0', '0']]","{'i': [0, 1, 2, 0, 1, 2, 3, 3, 1, 1, 0, 2], 'j': [1, 3, 3, 3, 2, 1, 1, 0, 0, 1, 0, 0], 't': [1042.300000000745, 2209.199999999255, 3264.0999999996275, 4545.699999999255, 5071.199999999255, 6425.800000000745, 6901.5, 7651.699999999255, 8450.199999999255, 8975.800000000745, 9642.800000000745, 10626.900000000373], 'hit': ['0', 'B', '0', '0', 'B', '0', '0', '0', 'A', '0', '0', 'A']}","[['sea', 'sea', 'unknown', 'sea'], ['ship', 'sea', 'ship', 'ship'], ['ship', 'sea', 'unknown', 'sea'], ['sea', 'sea', 'unknown', 'unknown']]",12.0,4.0,0.0,,,,,,,
,instructions,5,152466,0.0-4.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":20797.5}]",20798.199999999255,,,,,,,,,,,,,,,,,
,Battleships,6,193499,0.0-5.0-0.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,non-pretend,"[['0', '0', '0', 'B', '0'], ['0', '0', '0', 'B', '0'], ['C', 'C', '0', '0', 'A'], ['0', '0', '0', '0', 'A'], ['0', '0', '0', '0', 'A']]","{'i': [0, 1, 2, 2, 3, 0, 0, 0, 1, 3, 4, 3, 1, 2, 2, 4, 4, 0, 1, 2, 4], 'j': [0, 0, 4, 3, 4, 4, 3, 2, 3, 2, 0, 1, 2, 1, 0, 3, 1, 1, 4, 2, 4], 't': [1318.800000000745, 1714.800000000745, 2521.199999999255, 3214, 3909.4000000003725, 5593.300000000745, 6093.800000000745, 6942.699999999255, 7577, 8576.599999999627, 9584.599999999627, 10415.599999999627, 11909.400000000373, 12722, 13431.300000000745, 14713.199999999255, 16309.900000000373, 17592.900000000373, 27576.800000000745, 37826.800000000745, 38920.59999999963], 'hit': ['0', '0', 'A', '0', 'A', '0', 'B', '0', 'B', '0', '0', '0', '0', 'C', 'C', '0', '0', '0', '0', '0', 'A']}","[['sea', 'sea', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'sea', 'ship', 'sea'], ['ship', 'ship', 'sea', 'sea', 'ship'], ['unknown', 'sea', 'sea', 'unknown', 'ship'], ['sea', 'sea', 'unknown', 'sea', 'ship']]",21.0,4.0,0.0,6.0,,,,,,
,instructions,7,197785,0.0-5.0-1.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":4279.800000000745}]",4281.200000001118,,,,,,,,,,,,,,,,,
,Battleships,8,223049,0.0-5.0-0.1,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', 'B'], ['A', 'A', 'A', '0', 'B'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0']]","{'i': [2, 0, 3, 0, 0, 1, 2, 1, 2, 1, 1, 4, 3, 3, 4, 1, 3, 2], 'j': [2, 0, 4, 4, 3, 4, 4, 0, 0, 1, 2, 0, 2, 1, 3, 3, 3, 3], 't': [5210.5999999996275, 5994.300000000745, 7676.9000000003725, 8733.099999999627, 9531.599999999627, 10183.700000001118, 10621.099999999627, 12580.5, 13283.700000001118, 14010.400000000373, 15461.099999999627, 17800.900000000373, 18438.800000000745, 19253.200000001118, 20244.5, 21439.599999999627, 22393.599999999627, 23132.800000000745], 'hit': ['0', '0', '0', 'B', '0', 'B', '0', 'A', '0', 'A', 'A', '0', '0', '0', '0', '0', 'C', 'C']}","[['sea', 'unknown', 'unknown', 'sea', 'ship'], ['ship', 'ship', 'ship', 'sea', 'ship'], ['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'sea', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'unknown', 'sea', 'unknown']]",18.0,7.0,0.0,4.0,,,,,,
,instructions,9,225817,0.0-5.0-1.1,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":2763.9000000003725}]",2764.5,,,,,,,,,,,,,,,,,
,Battleships,10,248344,0.0-5.0-0.2,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,non-pretend,"[['0', '0', '0', 'C', '0'], ['0', '0', '0', 'C', '0'], ['0', '0', '0', '0', '0'], ['A', 'A', 'A', '0', '0'], ['0', '0', '0', 'B', 'B']]","{'i': [0, 0, 0, 2, 2, 4, 4, 4, 4, 1, 1, 2, 1, 0, 2, 3, 3, 3], 'j': [0, 4, 2, 2, 0, 0, 4, 3, 2, 4, 3, 3, 2, 3, 1, 1, 2, 0], 't': [3170.5999999996275, 4274.799999998882, 5243.0999999996275, 6122.299999998882, 6855.299999998882, 7904.0999999996275, 8863.39999999851, 9758.699999999255, 10879.199999999255, 12710.5, 13470.799999998882, 14020.39999999851, 15073.39999999851, 16049.199999999255, 17687.299999998882, 18581.5, 19687.799999998882, 20412.599999999627], 'hit': ['0', '0', '0', '0', '0', '0', 'B', 'B', '0', '0', 'C', '0', '0', 'C', '0', 'A', 'A', 'A']}","[['sea', 'unknown', 'sea', 'ship', 'sea'], ['unknown', 'unknown', 'sea', 'ship', 'sea'], ['sea', 'sea', 'sea', 'sea', 'unknown'], ['ship', 'ship', 'ship', 'unknown', 'unknown'], ['sea', 'unknown', 'sea', 'ship', 'ship']]",18.0,7.0,0.0,7.0,,,,,,
,instructions,11,249919,0.0-5.0-1.2,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":1572.9000000003725}]",1573.699999999255,,,,,,,,,,,,,,,,,
,Battleships,12,275616,0.0-5.0-0.3,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,non-pretend,"[['0', '0', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['C', '0', '0', '0', 'A'], ['C', '0', 'B', '0', 'A'], ['0', '0', 'B', '0', 'A']]","{'i': [0, 0, 3, 3, 1, 1, 3, 2, 4, 4, 2, 4, 3, 0, 1, 2, 2, 3], 'j': [3, 4, 4, 1, 0, 2, 3, 4, 4, 0, 2, 2, 2, 1, 3, 0, 1, 0], 't': [4086.0999999996275, 5154.699999999255, 6350.299999998882, 7655.199999999255, 8921.39999999851, 9631, 11163.099999999627, 11735.5, 12542, 13848.699999999255, 15848.699999999255, 16848.699999999255, 17397, 19074.299999998882, 20509.5, 22090.39999999851, 22558, 23574.199999999255], 'hit': ['0', '0', 'A', '0', '0', '0', '0', 'A', 'A', '0', '0', 'B', 'B', '0', '0', 'C', '0', 'C']}","[['unknown', 'sea', 'unknown', 'sea', 'sea'], ['sea', 'unknown', 'sea', 'sea', 'unknown'], ['ship', 'sea', 'sea', 'unknown', 'ship'], ['ship', 'sea', 'ship', 'sea', 'ship'], ['sea', 'unknown', 'ship', 'unknown', 'ship']]",18.0,7.0,0.0,5.0,,,,,,
,instructions,13,277055,0.0-5.0-1.3,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":1435.699999999255}]",1436.4000000003725,,,,,,,,,,,,,,,,,
,Battleships,14,297094,0.0-5.0-0.4,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,non-pretend,"[['C', 'C', '0', '0', '0'], ['0', '0', '0', '0', '0'], ['B', 'B', '0', 'A', '0'], ['0', '0', '0', 'A', '0'], ['0', '0', '0', 'A', '0']]","{'i': [0, 0, 0, 4, 2, 3, 3, 3, 4, 2, 0, 1, 1, 2, 2], 'j': [0, 1, 2, 0, 2, 3, 2, 4, 3, 3, 4, 2, 3, 1, 0], 't': [4490.800000000745, 5167.9000000003725, 6144.300000000745, 8006.800000000745, 9070.800000000745, 9943.199999999255, 10522.900000000373, 11033.099999999627, 11740.099999999627, 12410.099999999627, 13950.800000000745, 15366.199999999255, 16023.800000000745, 17316.099999999627, 17926.599999999627], 'hit': ['C', 'C', '0', '0', '0', 'A', '0', '0', 'A', 'A', '0', '0', '0', 'B', 'B']}","[['ship', 'ship', 'sea', 'unknown', 'sea'], ['unknown', 'unknown', 'sea', 'sea', 'unknown'], ['ship', 'ship', 'sea', 'ship', 'unknown'], ['unknown', 'unknown', 'sea', 'ship', 'sea'], ['sea', 'unknown', 'unknown', 'ship', 'unknown']]",15.0,10.0,0.0,1.0,,,,,,
,instructions,15,299325,0.0-5.0-1.4,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":2228.199999999255}]",2228.89999999851,,,,,,,,,,,,,,,,,
,instructions,16,336772,0.0-6.0-0.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":9508.599999999627},{""page_index"":1,""viewing_time"":5186.4000000003725},{""page_index"":2,""viewing_time"":8969.900000000373},{""page_index"":3,""viewing_time"":13781.299999998882}]",37446.90000000037,,,,,,,,,,,,,,,,,
,survey-multi-choice,17,344817,0.0-6.0-1.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,8040.9000000003725,"{""Q0"":""... play the game as if the cross hints <b>were not there</b> so that I look like someone who <b>had no hints</b>""}",[0],1.0,multichoice_pretend,,,,,,,,,,,,,
,Battleships,18,360360,0.0-7.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,,,,,,,"[['0', '0', '0', '0'], ['0', '0', 'B', '0'], ['0', '0', 'B', '0'], ['A', 'A', '0', '0']]","{'i': [0, 1, 0, 2, 2, 2, 1, 3, 3, 2, 3], 'j': [1, 0, 3, 3, 2, 1, 2, 2, 0, 0, 1], 't': [2130.4000000003725, 3396.10000000149, 4371.200000001118, 5121.4000000003725, 6113.4000000003725, 7427.800000000745, 8060.4000000003725, 9266.400000000373, 12244, 12695, 13420.5], 'hit': ['0', '0', '0', '0', 'B', '0', 'B', '0', 'A', '0', 'A']}","[['unknown', 'sea', 'unknown', 'sea'], ['sea', 'unknown', 'ship', 'unknown'], ['sea', 'sea', 'ship', 'sea'], ['ship', 'ship', 'sea', 'unknown']]",11.0,5.0,1.0,,,,,,,
,instructions,19,370277,0.0-8.0,61814837a8ff57d06daa2c8c,,5d89fa922e2fd200012b81bc,618288d62fc55d0c25aafa31,3016,299,True,True,55,1,1,"[{""page_index"":0,""viewing_time"":9916.099999999627}]",9916.699999999255,,,,,,,,,,,,,,,,,
